Node_ID,Node_Type,Link_Type,E_Consumed_J,E_Harvested_J,Net_Energy_J,Life_Days,Can_Listen_AP,AP_Can_Listen
244,PV,RF,3.0866786701093707,44.72546414091487,41.6387854708055,inf,True,True
245,PV,RF,3.0922340797535424,47.24578999890283,44.153555919149284,inf,True,True
246,PV,RF,3.0971487640813633,49.53925069873684,46.44210193465548,inf,True,True
247,PV,RF,3.1014458781460643,51.594873591524895,48.49342771337883,inf,True,True
248,PV,RF,3.105152659999297,53.40671735300233,50.30156469300303,inf,True,True
249,PV,RF,3.108297615677732,54.97257361234996,51.86427599667223,inf,True,True
250,PV,RF,3.1109126128833235,56.29493590572336,53.18402329284003,inf,True,True
251,PV,RF,3.1130325922800237,57.38075648610145,54.267723893821426,inf,True,True
252,PV,RF,3.1146915711908045,58.23917395819289,55.12448238700209,inf,True,True
253,PV,RF,3.115923793329537,58.881772554424636,55.7658487610951,inf,True,True
254,PV,RF,3.1167651603435247,59.323009083347294,56.20624392300377,inf,True,True
255,PV,RF,3.1172494557675474,59.577899778374075,56.460650322606526,inf,True,True
256,PV,RF,3.117408402045527,59.661700935288664,56.54429253324314,inf,True,True
257,PV,RF,3.1172744708689146,59.59108369506391,56.473809224194994,inf,True,True
258,PV,RF,3.116878044921622,59.382361930453094,56.265483885531474,inf,True,True
259,PV,RF,3.1162461969270483,59.050612725321336,55.934366528394285,inf,True,True
260,PV,RF,3.1154061073678094,58.61127983845509,55.49587373108728,inf,True,True
261,PV,RF,3.1143835957044574,58.07923368503093,54.96485008932647,inf,True,True
262,PV,RF,3.113200745281018,57.467415096791335,54.354214351510315,inf,True,True
263,PV,RF,3.111879137586919,56.788433739246074,53.676554601659156,inf,True,True
264,PV,RF,3.11043992586321,56.05452235905916,52.94408243319595,inf,True,True
265,PV,RF,3.1089007094497276,55.27589590687471,52.16699519742498,inf,True,True
266,PV,RF,3.1072779478231114,54.461976038791924,51.35469809096881,inf,True,True
267,PV,RF,3.105588476199601,53.62212715232015,50.51653867612055,inf,True,True
268,PV,RF,3.1038461878327093,52.76399279453588,49.66014660670317,inf,True,True
269,PV,RF,3.1020632262074788,51.89412329749593,48.792060071288454,inf,True,True
270,PV,RF,3.1002526020296575,51.01926413105418,47.91901152902452,inf,True,True
271,PV,RF,3.098425262343337,50.14493436657015,47.046509104226814,inf,True,True
272,PV,RF,3.0965899194437982,49.27539304016201,46.17880312071821,inf,True,True
273,PV,RF,3.0947562681931338,48.41519460847438,45.32043834028124,inf,True,True
274,PV,RF,3.092932926125049,47.56821748019314,44.47528455406809,inf,True,True
275,PV,RF,3.0911260014203386,46.73703834228969,43.645912340869344,inf,True,True
276,PV,RF,3.08934235120227,45.92447090407032,42.83512855286805,inf,True,True
277,PV,RF,3.087588700357325,45.13315926677302,42.0455705664157,inf,True,True
278,PV,RF,3.0858692483432435,44.364522487028225,41.27865323868498,inf,True,True
279,PV,RF,3.0841884496613146,43.62003861659339,40.53585016693208,inf,True,True
280,PV,RF,3.0825514018310827,42.90141373786154,39.818862336030456,inf,True,True
281,PV,RF,3.0809609223295715,42.20930841320919,39.12834749087962,inf,True,True
282,PV,RF,3.0794194498283307,41.544201907692035,38.464782457863706,inf,True,True
283,PV,RF,3.077930575373492,40.90705442601405,37.829123850640556,inf,True,True
284,PV,RF,3.076496075303279,40.29803583802281,37.22153976271953,inf,True,True
285,PV,RF,3.0751166938631362,39.716887258623885,36.64177056476075,inf,True,True
286,PV,RF,3.0737945091676697,39.16392426794311,36.09012975877544,inf,True,True
287,PV,RF,3.072530377797108,38.63896046688545,35.56643008908834,inf,True,True
288,PV,RF,3.071323524311735,38.14115757953728,35.06983405522554,inf,True,True
289,PV,RF,3.0701742901505535,37.67016999568418,34.59999570553362,inf,True,True
290,PV,RF,3.069082303567688,37.225386136237915,34.156303832670226,inf,True,True
291,PV,RF,3.0680448850414805,36.80529260267933,33.73724771763785,inf,True,True
292,PV,RF,3.067059537970178,36.408498473869116,33.341438935898935,inf,True,True
293,PV,RF,3.066122776423815,36.03326113203462,32.9671383556108,inf,True,True
294,PV,RF,3.0652271702675202,35.676317744668594,32.611090574401075,inf,True,True
295,PV,RF,3.064362671380743,35.3334428908937,32.26908021951296,inf,True,True
296,PV,RF,3.0635161988284727,34.99930238761257,31.9357861887841,inf,True,True
297,PV,RF,3.062670074841609,34.66686140869744,31.604191333855834,inf,True,True
298,PV,RF,3.061806389816012,34.32912598771805,31.267319597902038,inf,True,True
299,PV,RF,3.0608262030530806,33.947791644583674,30.88696544153059,inf,True,True
300,PV,RF,3.061047986957182,34.03389317473889,30.97284518778171,inf,True,True
