Node_ID,Node_Type,Link_Type,E_Consumed_J,E_Harvested_J,Net_Energy_J,Life_Days,Can_Listen_AP,AP_Can_Listen
71,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
72,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
73,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
74,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
75,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
76,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
77,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
78,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
79,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
80,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
81,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
82,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
83,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
84,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
85,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
86,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
87,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
88,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
89,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
90,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
91,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
92,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
93,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
94,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
95,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
96,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
97,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
98,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
99,PD,IR,22.92299345952,0.0,-22.92299345952,282.68559302445,True,True
